# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 20 Aug 2026 (37 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:05.030793+00:00
key,label,value
return_1y,"Return, 1 year",0.060034
return_3y,"Return, 3 years",0.073953
return_5y,"Return, 5 years",
rank_3y,"Category rank, 3 years",70th of 142
worst_fall,Worst fall,-0.004060
volatility,Volatility,0.007329
fund_size,Fund size,1319800000.00
ter,Expense ratio,0.2100
