# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 12.9% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 12.9% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:33.102741+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,12.885238
HDFC Bank Ltd.,Shares,9.833588
ICICI Bank Ltd.,Shares,9.434208
Reliance Industries Ltd,Shares,7.813682
Bharti Airtel  Ltd.,Shares,4.990469
Larsen & Toubro Limited,Shares,4.288221
State Bank Of India,Shares,3.968412
Infosys Ltd,Shares,3.602009
AXIS Bank Ltd.,Shares,3.381441
Mahindra & Mahindra Ltd.,Shares,2.654383
Bajaj Finance Limited,Shares,2.565732
ITC Ltd,Shares,2.230795
Tata Consultancy Services Ltd.,Shares,2.218390
Sun Pharmaceutical Industries Ltd.,Shares,1.903725
Maruti Suzuki India  Ltd.,Shares,1.602675
Hindustan Unilever Ltd.,Shares,1.580890
TATA STEEL LIMITED,Shares,1.380291
Bharat Electronics Ltd.,Shares,1.344589
Hindalco Industries Ltd.,Shares,1.331578
HCL Technologies Ltd,Shares,1.252912
UltraTech Cement Ltd,Shares,1.226287
Bajaj Auto Limited,Shares,1.218420
Grasim Industries Ltd,Shares,1.152461
JSW Steel Limited,Shares,1.111010
Asian Paints Ltd.,Shares,1.087108
POWER GRID CORPORATION OF INDIA LIMITED,Shares,1.081057
InterGlobe Aviation Limited,Shares,1.073795
Adani Ports and Special Economic Zone Ltd,Shares,1.064416
Bajaj Finserv Limited,Shares,1.059575
Eicher Motors Ltd.,Shares,0.993918
Nestle India Ltd.,Shares,0.971529
Coal India Limited,Shares,0.871683
Oil And Natural Gas Corporation Ltd,Shares,0.815406
Adani Enterprises Ltd.,Shares,0.747330
Cipla Ltd.,Shares,0.717981
Jio Financial Services Limited,Shares,0.717376
SBI Life Insurance Company Limited,Shares,0.708299
Max Healthcare Institute Limited,Shares,0.702551
Dr. Reddy's Laboratories Ltd.,Shares,0.637500
TATA CONSUMER PRODUCTS LIMITED,Shares,0.611782
HDFC LIFE INSURANCE COMPANY LIMITED,Shares,0.529485
Wipro  Ltd.,Shares,0.452634
TREPS / Repo / Reverse Repo,Cash and equivalents,0.111646
Net Receivables / Payables,Cash and equivalents,0.073523
