# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 15.5% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 15.5% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:44.071106+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,15.453218
ICICI Bank Ltd.,Shares,5.136081
HDFC Bank Ltd.,Shares,4.439515
Cash & Bank Balance,Cash and equivalents,3.636686
Reliance Industries Ltd,Shares,3.384960
Bharti Airtel  Ltd.,Shares,2.426924
State Bank Of India,Shares,2.368204
Sona BLW Precision Forgings Limited,Shares,2.190193
Welspun Corp Limited,Shares,2.172852
Larsen & Toubro Limited,Shares,2.147739
Infosys Ltd,Shares,2.115632
Bharat Heavy Electricals Ltd.,Shares,2.082428
Mahindra & Mahindra Ltd.,Shares,1.893742
Torrent Pharmaceuticals Ltd.,Shares,1.865884
Sun Pharmaceutical Industries Ltd.,Shares,1.799175
Multi Commodity Exchange of India Ltd,Shares,1.620190
Apar Industries Ltd,Shares,1.463946
AXIS Bank Ltd.,Shares,1.430557
PNB Housing Finance Limited,Shares,1.416482
Bajaj Finance Limited,Shares,1.411657
Ather Energy Limited,Shares,1.312308
Premier Energies Limited,Shares,1.274041
Bharat Electronics Ltd.,Shares,1.222869
RBL Bank Limited,Shares,1.152452
Federal Bank Ltd.,Shares,1.126573
TD Power Systems Ltd,Shares,1.118594
HYUNDAI MOTOR INDIA LIMITED,Shares,1.069316
City Union Bank Ltd,Shares,1.048901
GE Vernova T&D India Limited,Shares,1.006421
Fortis Healthcare Ltd,Shares,1.005139
TVS Motor Company Ltd.,Shares,0.997606
Karur Vysya Bank Ltd.,Shares,0.985223
PB Fintech Limited,Shares,0.924136
UltraTech Cement Ltd,Shares,0.924008
Samvardhana Motherson International Limited,Shares,0.906577
Craftsman Automation Limited,Shares,0.894417
United Spirits Limited,Shares,0.857634
IndusInd Bank Ltd.,Shares,0.853368
Hindustan Aeronautics Limited,Shares,0.827968
Vijaya Diagnostic Centre Limited,Shares,0.825739
Amber Enterprises India Limited,Shares,0.809531
Bajaj Auto Limited,Shares,0.799701
Karnataka Bank Ltd.,Shares,0.799611
Cholamandalam Investment and Finance Company Ltd,Shares,0.779068
Ujjivan Small Finance Bank Limited,Shares,0.775972
Sansera Engineering Limited,Shares,0.769088
INDUS TOWERS LIMITED,Shares,0.754482
Bajaj Finserv Limited,Shares,0.750753
Laurus Labs Limited,Shares,0.745593
Gland Pharma Limited,Shares,0.734646
Vedanta Aluminium Metal Limited,Shares,0.679256
Marico Limited,Shares,0.678894
HDFC LIFE INSURANCE COMPANY LIMITED,Shares,0.676777
Cyient DLM Limited,Shares,0.662649
HealthCare Global Enterprises Limited,Shares,0.632377
SBI Life Insurance Company Limited,Shares,0.625025
COFORGE LIMITED,Shares,0.519772
The Phoenix Mills Ltd.,Shares,0.508426
SWIGGY LIMITED,Shares,0.506803
Dixon Technologies (India) Limited,Shares,0.504048
PG Electroplast Limited,Shares,0.472005
HCL Technologies Ltd,Shares,0.441807
InterGlobe Aviation Limited,Shares,0.434828
PIRAMAL PHARMA LIMITED,Shares,0.405423
Tata Consultancy Services Ltd.,Shares,0.389518
Oil And Natural Gas Corporation Ltd,Shares,0.359730
Varun Beverages Limited,Shares,0.345559
Hindalco Industries Ltd.,Shares,0.314914
CG Power and Industrial Solutions Limited,Shares,0.287658
BIRLASOFT LIMITED,Shares,0.287015
Krishna Institute of Medical Sciences Limited,Shares,0.266120
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Shares,0.256647
TATA STEEL LIMITED,Shares,0.251221
MTAR Technologies Limited,Shares,0.250652
Firstsource Solutions Ltd.,Shares,0.237736
Indian Bank,Shares,0.200730
India Shelter Finance Corporation Limited,Shares,0.189059
ITC Ltd,Shares,0.178729
Cipla Ltd.,Shares,0.150228
Net Receivables / Payables,Cash and equivalents,-0.221406
