# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 14.9% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 14.9% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:50.874970+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,14.941924
LT Foods Limited,Shares,9.043249
Prestige Estates Projects Limited,Shares,6.711760
HDFC Bank Ltd.,Shares,6.216890
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Shares,5.795679
Glenmark Pharmaceuticals ltd,Shares,5.602523
JUBILANT PHARMOVA LIMITED,Shares,5.088223
ICICI Bank Ltd.,Shares,4.934767
Tilaknagar Industries Ltd,Shares,3.942906
Power Finance Corporation Ltd,Shares,3.599103
Sanathan Textiles Limited,Shares,3.295506
State Bank Of India,Shares,3.232422
V2 Retail Limited,Shares,3.229155
Reliance Industries Ltd,Shares,3.111120
Larsen & Toubro Limited,Shares,2.576549
GODAWARI POWER AND ISPAT LTD.,Shares,2.471907
TREPS / Repo / Reverse Repo,Cash and equivalents,2.340871
ANGEL ONE LIMITED,Shares,2.330143
SIGNATUREGLOBAL (INDIA) LIMITED,Shares,2.329455
Tata Consultancy Services Ltd.,Shares,2.184306
Global Health Limited,Shares,2.157645
Infosys Ltd,Shares,1.879391
Varun Beverages Limited,Shares,1.672838
Aurobindo Pharma Ltd.,Shares,1.254803
Margin / Deposits,Cash and equivalents,0.095525
Cash & Bank Balance,Cash and equivalents,0.016463
Net Receivables / Payables,Cash and equivalents,-0.055123
