# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:54.412953+00:00
key,label,value
return_1y,"Return, 1 year",0.071689
return_3y,"Return, 3 years",0.124617
return_5y,"Return, 5 years",0.104520
rank_3y,"Category rank, 3 years",40th of 74
worst_fall,Worst fall,-0.310581
volatility,Volatility,0.114068
fund_size,Fund size,0
ter,Expense ratio,0.2400
