# View: fund_xray_header
# Question: How has this fund done, and against what?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Notes:
#   - Benchmark comparisons are left out of this public copy: the index data is licensed for personal use. The self-hosted app shows them.
# Generated: 2026-09-26T10:37:06.326742+00:00
window_key,obs_days,return_ann,return_cum,volatility_ann,max_dd,confidence,sharpe,sortino,risk_free_pct,bench_return_ann,beta,tracking_error,alpha_ann,up_capture,down_capture,interpolated_pct
1y,365,0.025185,0.025185,0.140131,-0.169472,medium,-0.210974,-0.293308,5.4749,,,,,,,0.000000
3y,659,0.005777,0.010454,0.148023,-0.181098,medium,-0.395276,-0.543283,6.4287,,,,,,,0.000000
5y,659,0.005777,0.010454,0.148023,-0.181098,medium,-0.395276,-0.543283,6.4287,,,,,,,0.000000
since_first_nav,659,0.005777,0.010454,0.148023,-0.181098,medium,-0.395276,-0.543283,6.4287,,,,,,,0.000000
