# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:37:21.189736+00:00
key,label,value
return_1y,"Return, 1 year",0.032379
return_3y,"Return, 3 years",0.082123
return_5y,"Return, 5 years",0.084436
rank_3y,"Category rank, 3 years",14th of 22
worst_fall,Worst fall,-0.137613
volatility,Volatility,0.044195
fund_size,Fund size,8215611000.00
ter,Expense ratio,1.0700
