# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:37:27.043485+00:00
key,label,value
return_1y,"Return, 1 year",-0.011711
return_3y,"Return, 3 years",0.062938
return_5y,"Return, 5 years",0.061362
rank_3y,"Category rank, 3 years",9th of 10
worst_fall,Worst fall,-0.186782
volatility,Volatility,0.056097
fund_size,Fund size,43320655000.00
ter,Expense ratio,1.4700
