# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 10.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 10.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:36.188966+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,9.990727
ICICI Bank Ltd.,Shares,7.022827
HDFC Bank Ltd.,Shares,5.547811
Bharti Airtel  Ltd.,Shares,4.255424
Bajaj Finance Limited,Shares,3.423497
Larsen & Toubro Limited,Shares,2.901813
Divi's Laboratories Ltd.,Shares,2.712836
AXIS Bank Ltd.,Shares,2.633440
Pidilite Industries Ltd.,Shares,2.622350
Mahindra & Mahindra Ltd.,Shares,2.572943
Cholamandalam Investment and Finance Company Ltd,Shares,2.393953
State Bank Of India,Shares,2.371005
UltraTech Cement Ltd,Shares,2.283012
PB Fintech Limited,Shares,1.993134
Tata Consultancy Services Ltd.,Shares,1.927208
Infosys Ltd,Shares,1.747455
CG Power and Industrial Solutions Limited,Shares,1.683476
Reliance Industries Ltd,Shares,1.655893
Sun Pharmaceutical Industries Ltd.,Shares,1.628272
Indian Hotels Co. Ltd,Shares,1.583753
Cash & Bank Balance,Cash and equivalents,1.536522
Sona BLW Precision Forgings Limited,Shares,1.416248
InterGlobe Aviation Limited,Shares,1.357935
Apar Industries Ltd,Shares,1.258606
TVS Motor Company Ltd.,Shares,1.252954
PI Industries Limited,Shares,1.249870
Vishal Mega Mart Limited,Shares,1.241411
Ather Energy Limited,Shares,1.203771
Federal Bank Ltd.,Shares,1.192427
Solar Industries India Limited,Shares,1.191152
One 97 Communications Limited,Shares,1.148645
HYUNDAI MOTOR INDIA LIMITED,Shares,1.141773
Navin Fluorine International Limited,Shares,1.097697
Cummins India Ltd.,Shares,1.061347
Mankind Pharma Limited,Shares,1.031629
Torrent Pharmaceuticals Ltd.,Shares,1.002843
The Phoenix Mills Ltd.,Shares,0.962611
Fortis Healthcare Ltd,Shares,0.937418
TATA STEEL LIMITED,Shares,0.857881
Hindustan Unilever Ltd.,Shares,0.842180
Delhivery Limited,Shares,0.828643
Anthem Biosciences Limited,Shares,0.798916
Karur Vysya Bank Ltd.,Shares,0.763869
TORRENT POWER LIMITED,Shares,0.755599
GE Vernova T&D India Limited,Shares,0.745879
JSW Infrastructure Limited,Shares,0.704278
SUNDARAM FINANCE LTD,Shares,0.672883
HCL Technologies Ltd,Shares,0.671690
Craftsman Automation Limited,Shares,0.664004
Persistent Systems Limited,Shares,0.634219
Page Industries Ltd.,Shares,0.617011
Coromandel International Limited,Shares,0.590388
Max Healthcare Institute Limited,Shares,0.584557
SWIGGY LIMITED,Shares,0.567652
Marico Limited,Shares,0.528779
Billionbrains Garage Ventures Limited,Shares,0.526689
Krishna Institute of Medical Sciences Limited,Shares,0.519479
Tenneco Clean Air India Limited,Shares,0.513759
DOMS Industries Limited,Shares,0.466849
RUBICON RESEARCH LIMITED,Shares,0.448689
Premier Energies Limited,Shares,0.446110
TATA CONSUMER PRODUCTS LIMITED,Shares,0.433403
SHRIRAM PISTONS & RINGS LTD,Shares,0.326139
Net Receivables / Payables,Cash and equivalents,0.254767
