# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:51.954994+00:00
key,label,value
return_1y,"Return, 1 year",-0.054778
return_3y,"Return, 3 years",0.090882
return_5y,"Return, 5 years",0.116220
rank_3y,"Category rank, 3 years",13th of 27
worst_fall,Worst fall,-0.348932
volatility,Volatility,0.122763
fund_size,Fund size,67175172000.00
ter,Expense ratio,0.9200
