# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:33:21.279754+00:00
key,label,value
return_1y,"Return, 1 year",-0.077664
return_3y,"Return, 3 years",0.038714
return_5y,"Return, 5 years",0.032275
rank_3y,"Category rank, 3 years",98th of 101
worst_fall,Worst fall,-0.345034
volatility,Volatility,0.175639
fund_size,Fund size,37925764000.00
ter,Expense ratio,1.0100
