# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 11.8% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 11.8% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:30.577941+00:00
holding,kind,weight_pct
Government Securities,Bonds and other debt,11.820757
Unresolved Holdings,Shares,11.815759
TREPS / Repo / Reverse Repo,Cash and equivalents,7.962832
ICICI Bank Ltd.,Shares,6.641037
HDFC Bank Ltd.,Shares,3.856545
Infosys Ltd,Shares,3.180221
Reliance Industries Ltd,Shares,2.894714
Sun Pharmaceutical Industries Ltd.,Shares,2.852401
UltraTech Cement Ltd,Shares,2.796385
State Bank Of India,Shares,2.617307
AXIS Bank Ltd.,Shares,2.240624
Hindalco Industries Ltd.,Shares,2.187711
COFORGE LIMITED,Shares,2.124025
Larsen & Toubro Limited,Shares,2.091450
Sai Life Sciences Limited,Shares,1.886950
Torrent Pharmaceuticals Ltd.,Shares,1.746308
Bajaj Auto Limited,Shares,1.718559
S.V.J.ENTERPRISES LIMITED,Shares,1.715715
Brigade Enterprises Limited,Shares,1.661250
ICICI Lombard General Insurance Company Limited,Shares,1.485361
Dixon Technologies (India) Limited,Shares,1.432017
Avenue Supermarts Limited,Shares,1.344374
TD Power Systems Ltd,Shares,1.339204
Bharti Hexacom Limited,Shares,1.331879
BlueStone Jewellery and Lifestyle Limited,Shares,1.267935
Max Financial Services Limited,Shares,1.220106
Fortis Healthcare Ltd,Shares,1.172363
Vedanta Aluminium Metal Limited,Shares,1.125052
Oil And Natural Gas Corporation Ltd,Shares,1.118675
SBFC Finance Limited,Shares,1.070157
Bajaj Finance Limited,Shares,0.986478
Sona BLW Precision Forgings Limited,Shares,0.980962
Thermax Ltd.,Shares,0.918914
Ceat Ltd.,Shares,0.884099
Meesho Limited,Shares,0.798093
Mrs. Bectors Food Specialities Limited,Shares,0.770258
SBI Life Insurance Company Limited,Shares,0.750006
Devyani International Limited,Shares,0.741991
Voltas Ltd.,Shares,0.720533
Adani Ports and Special Economic Zone Ltd,Shares,0.686493
Bank Of Baroda,Shares,0.616861
Timken India Ltd,Shares,0.596351
Whirlpool of India Ltd,Shares,0.553693
Vinati Organics Ltd.,Shares,0.527236
Godrej Consumer Products Ltd.,Shares,0.504830
Net Receivables / Payables,Cash and equivalents,0.462344
BIRLASOFT LIMITED,Shares,0.275166
Cholamandalam Investment and Finance Company Ltd,Shares,0.271288
Medi Assist Healthcare Services Limited,Shares,0.141504
Vedanta Iron and Steel Limited,Shares,0.095227
