# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 30.9% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 30.9% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:38.578165+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,30.924873
One 97 Communications Limited,Shares,4.126036
Ather Energy Limited,Shares,3.783242
Billionbrains Garage Ventures Limited,Shares,3.421432
FSN E-Commerce Ventures Limited,Shares,3.050169
Lenskart Solutions Limited,Shares,2.928460
Aether Industries Limited,Shares,2.672433
Info Edge(India) Ltd.,Shares,2.596835
PB Fintech Limited,Shares,2.470774
Divi's Laboratories Ltd.,Shares,2.230724
Sona BLW Precision Forgings Limited,Shares,2.218534
PTC Industries Ltd.,Shares,2.192261
Meesho Limited,Shares,2.140213
Siemens Ltd.,Shares,2.072063
Sai Life Sciences Limited,Shares,1.931677
Cash & Bank Balance,Cash and equivalents,1.909337
Bajaj Finserv Limited,Shares,1.840652
Pidilite Industries Ltd.,Shares,1.761120
Wakefit Innovations Limited,Shares,1.688772
PI Industries Limited,Shares,1.569969
Capillary Technologies India Limited,Shares,1.517914
Delhivery Limited,Shares,1.508330
SWIGGY LIMITED,Shares,1.477660
GE Vernova T&D India Limited,Shares,1.439755
Jain Resource Recycling Limited,Shares,1.429568
Bharat Electronics Ltd.,Shares,1.407082
Linde India Limited,Shares,1.365771
Derivative Positions,Derivatives,1.274496
Pine Labs Limited,Shares,1.237067
Mahindra & Mahindra Ltd.,Shares,1.221612
TBO TEK LIMITED,Shares,1.217399
Neogen Chemicals Limited,Shares,1.182524
Bosch Ltd,Shares,1.000665
Honeywell Automation India Ltd.,Shares,0.856837
Dixon Technologies (India) Limited,Shares,0.796775
Tenneco Clean Air India Limited,Shares,0.703812
RUBICON RESEARCH LIMITED,Shares,0.701068
ELLENBARRIE INDUSTRIAL GASES LIMITED,Shares,0.639604
Anthem Biosciences Limited,Shares,0.634232
Carborundum Universal Ltd.,Shares,0.456027
Government Securities,Bonds and other debt,0.363190
Blue Dart Express Ltd.,Shares,0.154881
Net Receivables / Payables,Cash and equivalents,-0.115845
