# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:35:15.488227+00:00
key,label,value
return_1y,"Return, 1 year",0.000427
return_3y,"Return, 3 years",0.114003
return_5y,"Return, 5 years",0.104101
rank_3y,"Category rank, 3 years",65th of 101
worst_fall,Worst fall,-0.164706
volatility,Volatility,0.123485
fund_size,Fund size,1500032000.00
ter,Expense ratio,2.0800
