# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 1.2% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
# Generated: 2026-09-26T10:33:52.676875+00:00
holding,kind,weight_pct
Government Securities,Bonds and other debt,84.529570
TREPS / Repo / Reverse Repo,Cash and equivalents,12.927990
Net Receivables / Payables,Cash and equivalents,1.325473
Unresolved Holdings,Bonds and other debt,1.216560
Cash & Bank Balance,Cash and equivalents,0.000407
