# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 13.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 13.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:47.230748+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,12.983903
ICICI Bank Ltd.,Shares,5.355765
Bharti Airtel  Ltd.,Shares,4.924474
Reliance Industries Ltd,Shares,4.873710
Larsen & Toubro Limited,Shares,4.827743
HDFC Bank Ltd.,Shares,4.533954
State Bank Of India,Shares,4.510770
Infosys Ltd,Shares,4.025118
Mahindra & Mahindra Ltd.,Shares,3.046619
ITC Ltd,Shares,2.532587
Tata Consultancy Services Ltd.,Shares,2.453044
Sun Pharmaceutical Industries Ltd.,Shares,2.163251
Hindustan Unilever Ltd.,Shares,1.824694
Maruti Suzuki India  Ltd.,Shares,1.777927
TATA STEEL LIMITED,Shares,1.552888
Bharat Electronics Ltd.,Shares,1.519312
UltraTech Cement Ltd,Shares,1.388206
Divi's Laboratories Ltd.,Shares,1.330248
Adani Ports and Special Economic Zone Ltd,Shares,1.235116
POWER GRID CORPORATION OF INDIA LIMITED,Shares,1.233117
Asian Paints Ltd.,Shares,1.189548
DLF LIMITED,Shares,1.146779
Bajaj Auto Limited,Shares,1.141583
Adani Enterprises Ltd.,Shares,1.125594
OBEROI REALTY LIMITED,Shares,1.117600
Container Corporation Of India Ltd.,Shares,1.095216
InterGlobe Aviation Limited,Shares,1.094017
Solar Industries India Limited,Shares,1.093617
Hindustan Aeronautics Limited,Shares,1.086822
Godrej Industries Ltd.,Shares,1.046451
Pidilite Industries Ltd.,Shares,1.044052
Hindustan Zinc Ltd.,Shares,1.042454
Grasim Industries Ltd,Shares,1.032061
Havells India Limited,Shares,1.016072
Bharti Hexacom Limited,Shares,1.013274
3M India Ltd.,Shares,1.012075
Cipla Ltd.,Shares,0.983296
Nestle India Ltd.,Shares,0.979299
Wipro  Ltd.,Shares,0.972903
Trident Ltd,Shares,0.965709
Indian Oil Corporation Ltd.,Shares,0.949720
Ambuja Cements Ltd.,Shares,0.938928
Avenue Supermarts Limited,Shares,0.903753
IRB Infrastructure Developers Limited,Shares,0.902554
Page Industries Ltd.,Shares,0.901355
SRF Ltd.,Shares,0.894559
INDUS TOWERS LIMITED,Shares,0.888564
Oil And Natural Gas Corporation Ltd,Shares,0.879770
SUN TV NETWORK LIMITED,Shares,0.879370
Rail Vikas Nigam Limited,Shares,0.878571
Zee Entertainment Enterprises Ltd.,Shares,0.867379
Adani Green Energy Limited,Shares,0.784638
TREPS / Repo / Reverse Repo,Cash and equivalents,0.513632
Cash & Bank Balance,Cash and equivalents,0.003997
Net Receivables / Payables,Cash and equivalents,-0.477658
