# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:17.336410+00:00
key,label,value
return_1y,"Return, 1 year",-0.056383
return_3y,"Return, 3 years",0.105418
return_5y,"Return, 5 years",0.086801
rank_3y,"Category rank, 3 years",10th of 30
worst_fall,Worst fall,-0.403339
volatility,Volatility,0.122233
fund_size,Fund size,71689492000.00
ter,Expense ratio,1.2300
