# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 8.1% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 8.1% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:29.638450+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,8.082881
Sona BLW Precision Forgings Limited,Shares,4.416081
Karur Vysya Bank Ltd.,Shares,3.977830
Navin Fluorine International Limited,Shares,3.868512
Welspun Corp Limited,Shares,3.795815
Delhivery Limited,Shares,3.095518
Central Depository Services (India) Ltd.,Shares,3.026663
RBL Bank Limited,Shares,2.847753
Gland Pharma Limited,Shares,2.785683
City Union Bank Ltd,Shares,2.673013
PNB Housing Finance Limited,Shares,2.615901
Redington Limited,Shares,2.574921
Aster DM Healthcare Limited,Shares,2.448436
Sai Life Sciences Limited,Shares,2.439826
Neuland Laboratories Limited.,Shares,2.403804
Anand Rathi Wealth Limited,Shares,2.383941
Computer Age Management Services Limited,Shares,2.276475
Manappuram Finance Limited,Shares,2.261353
ANGEL ONE LIMITED,Shares,2.258028
Hindustan Copper Ltd.,Shares,2.088628
Amber Enterprises India Limited,Shares,2.017103
POONAWALLA FINCORP LIMITED,Shares,1.999119
Aegis Logistics Ltd.,Shares,1.923125
Wockhardt Ltd,Shares,1.884515
Himadri Speciality Chemical Ltd.,Shares,1.875687
Crompton Greaves Consumer Electricals Limited,Shares,1.835905
Dr. Lal Pathlabs Limited,Shares,1.826477
IIFL FINANCE LIMITED,Shares,1.822145
Bandhan Bank Limited,Shares,1.807049
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Shares,1.784624
Tata Technologies Limited,Shares,1.729366
PIRAMAL PHARMA LIMITED,Shares,1.615497
Narayana Hrudayalaya Limited,Shares,1.596369
KFin Technologies Limited,Shares,1.571083
KAYNES TECHNOLOGY INDIA LIMITED,Shares,1.396370
Five-Star Business Finance Ltd.,Shares,1.255553
Tata Chemicals Ltd,Shares,1.218987
PG Electroplast Limited,Shares,1.136208
CESC Limited,Shares,1.116426
NBCC (India) Limited,Shares,1.081276
Castrol India Ltd,Shares,1.069341
Syngene International Limited,Shares,0.922993
Natco Pharma Ltd.,Shares,0.915909
Inox Wind Limited,Shares,0.822013
Reliance Power Limited,Shares,0.776264
KEC International Ltd.,Shares,0.654493
TREPS / Repo / Reverse Repo,Cash and equivalents,0.441415
Net Receivables / Payables,Cash and equivalents,-0.416374
