# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:35:44.844415+00:00
key,label,value
return_1y,"Return, 1 year",0.052027
return_3y,"Return, 3 years",0.072316
return_5y,"Return, 5 years",0.062678
rank_3y,"Category rank, 3 years",4th of 18
worst_fall,Worst fall,-0.027656
volatility,Volatility,0.010872
fund_size,Fund size,18502511000.00
ter,Expense ratio,0.2800
