# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 9.5% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 9.5% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:39.943601+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,9.460655
Cash & Bank Balance,Cash and equivalents,5.265365
Federal Bank Ltd.,Shares,4.404268
Fortis Healthcare Ltd,Shares,3.205795
Apar Industries Ltd,Shares,2.733738
Sona BLW Precision Forgings Limited,Shares,2.710294
GE Vernova T&D India Limited,Shares,2.350757
PB Fintech Limited,Shares,2.323570
Indian Hotels Co. Ltd,Shares,2.280606
Ipca Laboratories Ltd.,Shares,2.232971
The Phoenix Mills Ltd.,Shares,2.131837
Lenskart Solutions Limited,Shares,2.033286
Bharat Heavy Electricals Ltd.,Shares,1.953873
Bharat Forge Ltd,Shares,1.946468
Solar Industries India Limited,Shares,1.793017
ICICI Bank Ltd.,Shares,1.785617
FSN E-Commerce Ventures Limited,Shares,1.741481
Cummins India Ltd.,Shares,1.695171
UNO Minda Limited,Shares,1.596109
Dixon Technologies (India) Limited,Shares,1.523856
Premier Energies Limited,Shares,1.515919
Schaeffler India Limited,Shares,1.479075
COFORGE LIMITED,Shares,1.426181
Bajaj Finance Limited,Shares,1.382103
Marico Limited,Shares,1.365251
Alkem Laboratories Limited,Shares,1.342016
Ather Energy Limited,Shares,1.292654
Multi Commodity Exchange of India Ltd,Shares,1.265429
TVS Motor Company Ltd.,Shares,1.254646
AU Small Finance Bank Limited,Shares,1.218742
One 97 Communications Limited,Shares,1.166961
Info Edge(India) Ltd.,Shares,1.144149
TORRENT POWER LIMITED,Shares,1.086423
Coromandel International Limited,Shares,1.086078
Vishal Mega Mart Limited,Shares,1.077574
Net Receivables / Payables,Cash and equivalents,1.050257
SRF Ltd.,Shares,1.005679
Abbott India Ltd.,Shares,0.996681
L&T Finance Limited,Shares,0.970731
ICICI Lombard General Insurance Company Limited,Shares,0.968741
Supreme Industries Ltd.,Shares,0.945372
Bharti Hexacom Limited,Shares,0.930032
BSE Ltd.,Shares,0.919551
CG Power and Industrial Solutions Limited,Shares,0.885626
Units of Other Schemes,Other funds,0.878178
InterGlobe Aviation Limited,Shares,0.846940
Page Industries Ltd.,Shares,0.845899
Meesho Limited,Shares,0.793936
Torrent Pharmaceuticals Ltd.,Shares,0.718300
Mphasis Limited,Shares,0.702580
Billionbrains Garage Ventures Limited,Shares,0.686006
SUNDARAM FINANCE LTD,Shares,0.643844
Craftsman Automation Limited,Shares,0.632606
Bosch Ltd,Shares,0.594861
Indian Bank,Shares,0.537285
3M India Ltd.,Shares,0.532592
Cholamandalam Investment and Finance Company Ltd,Shares,0.530374
Voltas Ltd.,Shares,0.529495
Aster DM Healthcare Limited,Shares,0.487424
PI Industries Limited,Shares,0.483725
Blue Star Ltd,Shares,0.480923
Anthem Biosciences Limited,Shares,0.466955
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Shares,0.463409
Tube Investments of India Ltd,Shares,0.452860
LG Electronics India Limited,Shares,0.431350
Fine Organic Industries Limited,Shares,0.427561
IndusInd Bank Ltd.,Shares,0.418247
KEI Industries Ltd.,Shares,0.393649
Bharat Electronics Ltd.,Shares,0.382374
Hindustan Petroleum Corporation Ltd,Shares,0.382011
ASTRAL LIMITED,Shares,0.353733
Mankind Pharma Limited,Shares,0.350449
Global Health Limited,Shares,0.247198
Tata Communications Limited,Shares,0.247046
SWIGGY LIMITED,Shares,0.245729
Amber Enterprises India Limited,Shares,0.232669
TD Power Systems Ltd,Shares,0.232058
Navin Fluorine International Limited,Shares,0.202062
Gland Pharma Limited,Shares,0.091845
Ashok Leyland Ltd.,Shares,0.069070
Linde India Limited,Shares,0.040148
Prestige Estates Projects Limited,Shares,0.000004
