# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 17.9% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 17.9% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:29.138963+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,17.915824
Divi's Laboratories Ltd.,Shares,4.732148
TVS Motor Company Ltd.,Shares,4.011157
Hindustan Aeronautics Limited,Shares,3.582782
Adani Power Limited,Shares,3.231565
Cholamandalam Investment and Finance Company Ltd,Shares,3.160674
Samvardhana Motherson International Limited,Shares,2.965898
Torrent Pharmaceuticals Ltd.,Shares,2.923001
Cummins India Ltd.,Shares,2.712278
Indian Hotels Co. Ltd,Shares,2.548734
Avenue Supermarts Limited,Shares,2.471994
CG Power and Industrial Solutions Limited,Shares,2.470496
Britannia Industries Ltd.,Shares,2.432335
Tata Power Co. Ltd,Shares,2.276521
Varun Beverages Limited,Shares,2.153645
HDFC Asset Management Company Limited,Shares,2.102775
Pidilite Industries Ltd.,Shares,2.057023
Indian Oil Corporation Ltd.,Shares,2.044698
Bajaj Holdings & Investment Limited,Shares,1.982964
Power Finance Corporation Ltd,Shares,1.926105
Solar Industries India Limited,Shares,1.926070
Gail (India) Ltd.,Shares,1.883243
DLF LIMITED,Shares,1.743724
Bank Of Baroda,Shares,1.741148
United Spirits Limited,Shares,1.731224
Bosch Ltd,Shares,1.704379
Canara Bank,Shares,1.677603
Adani Green Energy Limited,Shares,1.602081
REC LIMITED,Shares,1.588398
ABB India Limited,Shares,1.576629
Punjab National Bank,Shares,1.547451
Bank of India,Shares,1.433663
Godrej Consumer Products Ltd.,Shares,1.424715
Siemens Ltd.,Shares,1.401247
MUTHOOT FINANCE LIMITED,Shares,1.256157
HYUNDAI MOTOR INDIA LIMITED,Shares,1.236623
Zydus Lifesciences Limited,Shares,1.142787
Hindustan Zinc Ltd.,Shares,1.126318
Ambuja Cements Ltd.,Shares,0.983735
Mazagon Dock Shipbuilders Limited,Shares,0.741048
Indian Railway Finance Corporation,Shares,0.659363
TREPS / Repo / Reverse Repo,Cash and equivalents,0.177576
Net Receivables / Payables,Cash and equivalents,-0.007799
