# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:35:51.898465+00:00
key,label,value
return_1y,"Return, 1 year",0.047422
return_3y,"Return, 3 years",0.120478
return_5y,"Return, 5 years",0.124171
rank_3y,"Category rank, 3 years",21st of 26
worst_fall,Worst fall,-0.329049
volatility,Volatility,0.162676
fund_size,Fund size,26994643000.00
ter,Expense ratio,0.8600
