# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:49.050937+00:00
key,label,value
return_1y,"Return, 1 year",0.022790
return_3y,"Return, 3 years",0.137114
return_5y,"Return, 5 years",
rank_3y,"Category rank, 3 years",32nd of 142
worst_fall,Worst fall,-0.215958
volatility,Volatility,0.153496
fund_size,Fund size,4540927000.00
ter,Expense ratio,0.5500
