# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:37:30.719854+00:00
key,label,value
return_1y,"Return, 1 year",0.096350
return_3y,"Return, 3 years",0.210920
return_5y,"Return, 5 years",
rank_3y,"Category rank, 3 years",1st of 20
worst_fall,Worst fall,-0.226306
volatility,Volatility,0.205404
fund_size,Fund size,7296834000.00
ter,Expense ratio,0.8000
