# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:37:13.369209+00:00
key,label,value
return_1y,"Return, 1 year",0.089924
return_3y,"Return, 3 years",0.116623
return_5y,"Return, 5 years",0.101795
rank_3y,"Category rank, 3 years",20th of 37
worst_fall,Worst fall,-0.409866
volatility,Volatility,0.148019
fund_size,Fund size,3421799000.00
ter,Expense ratio,2.7000
