# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 15 Sep 2026 (11 days old)
# Coverage: — of portfolio value | Unresolved: 31.2% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 31.2% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
# Generated: 2026-09-26T10:35:39.613687+00:00
holding,kind,weight_pct
Unresolved Holdings,Bonds and other debt,31.189237
Government Securities,Bonds and other debt,11.853204
HDFC Bank Ltd.,Bonds and other debt,6.503973
IndusInd Bank Ltd.,Bonds and other debt,5.650732
Punjab National Bank,Bonds and other debt,5.462277
Canara Bank,Bonds and other debt,3.553405
Motilal Oswal Financial Services Limited,Bonds and other debt,3.129129
AU Small Finance Bank Limited,Bonds and other debt,2.961306
Union Bank of India,Bonds and other debt,2.899971
Bank Of Baroda,Bonds and other debt,2.562240
Aditya Birla Capital Ltd,Bonds and other debt,2.538313
Yes Bank Ltd.,Bonds and other debt,2.466444
MUTHOOT FINANCE LIMITED,Bonds and other debt,2.323692
Federal Bank Ltd.,Bonds and other debt,2.317933
Indian Overseas Bank,Bonds and other debt,1.975899
PUNJAB & SIND BANK,Bonds and other debt,1.974701
Cholamandalam Investment and Finance Company Ltd,Bonds and other debt,1.318569
IIFL FINANCE LIMITED,Bonds and other debt,1.229588
IDBI Bank Ltd,Bonds and other debt,0.985595
Karur Vysya Bank Ltd.,Bonds and other debt,0.824241
ANGEL ONE LIMITED,Bonds and other debt,0.817450
Indian Bank,Bonds and other debt,0.779633
Tata Communications Limited,Bonds and other debt,0.742230
Mahindra & Mahindra Financial Services Limited,Bonds and other debt,0.739600
AXIS Bank Ltd.,Bonds and other debt,0.664414
ICICI Bank Ltd.,Bonds and other debt,0.545500
Bajaj Housing Finance Limited,Bonds and other debt,0.494013
Torrent Pharmaceuticals Ltd.,Bonds and other debt,0.467286
Pilani Investment And Industries Corporation Limited,Bonds and other debt,0.330150
Nuvama Wealth Management Limited,Bonds and other debt,0.326653
Units of Other Schemes,"REITs, InvITs and other",0.322390
TREPS / Repo / Reverse Repo,Cash and equivalents,0.171149
Net Receivables / Payables,Cash and equivalents,-0.120917
