# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 12.9% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 12.9% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:52.029949+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,12.934058
TREPS / Repo / Reverse Repo,Cash and equivalents,4.255573
HDFC Bank Ltd.,Shares,3.784579
One 97 Communications Limited,Shares,3.359364
ICICI Bank Ltd.,Shares,3.176447
AXIS Bank Ltd.,Shares,2.426430
State Bank Of India,Shares,2.178745
ICICI Lombard General Insurance Company Limited,Shares,2.015848
Multi Commodity Exchange of India Ltd,Shares,1.878087
Infosys Ltd,Shares,1.839347
General Insurance Corporation of India,Shares,1.780731
Lic Housing Finance Ltd.,Shares,1.742395
Bharat Heavy Electricals Ltd.,Shares,1.414779
Glenmark Pharmaceuticals ltd,Shares,1.372218
Bharti Airtel  Ltd.,Shares,1.371393
Max Financial Services Limited,Shares,1.259098
AU Small Finance Bank Limited,Shares,1.238292
Lupin Ltd,Shares,1.200584
Sun Pharmaceutical Industries Ltd.,Shares,1.184998
PETRONET LNG LTD.,Shares,1.150354
Zydus Lifesciences Limited,Shares,1.115644
Jindal Stainless Limited,Shares,1.103066
Aurobindo Pharma Ltd.,Shares,1.077832
POONAWALLA FINCORP LIMITED,Shares,1.064648
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Shares,1.041471
Bajaj Finserv Limited,Shares,1.033551
Crompton Greaves Consumer Electricals Limited,Shares,1.010598
3M India Ltd.,Shares,0.974246
Oil India Limited,Shares,0.961324
INDUS TOWERS LIMITED,Shares,0.951812
Reliance Industries Ltd,Shares,0.928447
IndusInd Bank Ltd.,Shares,0.926931
Hindustan Petroleum Corporation Ltd,Shares,0.906392
Bharat Electronics Ltd.,Shares,0.878662
PB Fintech Limited,Shares,0.863716
ITC Ltd,Shares,0.788962
Container Corporation Of India Ltd.,Shares,0.774569
Larsen & Toubro Limited,Shares,0.732465
InterGlobe Aviation Limited,Shares,0.729543
Info Edge(India) Ltd.,Shares,0.718323
Billionbrains Garage Ventures Limited,Shares,0.718097
Meesho Limited,Shares,0.712191
KFin Technologies Limited,Shares,0.708565
ICICI Prudential Life Insurance Company Limited,Shares,0.673548
SIGNATUREGLOBAL (INDIA) LIMITED,Shares,0.655933
Amber Enterprises India Limited,Shares,0.653141
IDFC FIRST BANK LIMITED,Shares,0.650368
Honasa Consumer Limited,Shares,0.640803
Persistent Systems Limited,Shares,0.638748
HDFC Asset Management Company Limited,Shares,0.616432
SWIGGY LIMITED,Shares,0.616081
Oracle Financial Services Software Limited,Shares,0.596561
LIFE INSURANCE CORPORATION OF INDIA,Shares,0.571445
Vedanta Aluminium Metal Limited,Shares,0.566117
Graphite India Ltd.,Shares,0.552407
MUTHOOT FINANCE LIMITED,Shares,0.551897
Ipca Laboratories Ltd.,Shares,0.547918
GMM Pfaudler Ltd.,Shares,0.533394
SHADOWFAX TECHNOLOGIES LIMITED,Shares,0.529898
KSB LIMITED,Shares,0.526468
AstraZeneca Pharma India Ltd.,Shares,0.524267
APL Apollo Tubes Limited,Shares,0.508467
Dr. Reddy's Laboratories Ltd.,Shares,0.507990
Usha Martin Ltd.,Shares,0.507742
GlaxoSmithkline Pharmaceuticals Ltd.,Shares,0.504749
Supreme Industries Ltd.,Shares,0.496081
Jio Financial Services Limited,Shares,0.482229
Hindustan Zinc Ltd.,Shares,0.478542
Avenue Supermarts Limited,Shares,0.473110
Shaily Engineering Plastics Ltd.,Shares,0.464827
TORRENT POWER LIMITED,Shares,0.446890
TVS Motor Company Ltd.,Shares,0.441267
ISGEC Heavy Engineering Limited,Shares,0.433590
Bajaj Auto Limited,Shares,0.424355
Edelweiss Financial Services Ltd.,Shares,0.417652
LT Foods Limited,Shares,0.415328
Sobha Limited,Shares,0.403273
Dabur India Ltd.,Shares,0.398754
Varun Beverages Limited,Shares,0.391916
ETHOS LIMITED,Shares,0.382113
Tata Chemicals Ltd,Shares,0.376737
Mphasis Limited,Shares,0.369267
Tata Communications Limited,Shares,0.367718
Godrej Consumer Products Ltd.,Shares,0.363859
Godrej Industries Ltd.,Shares,0.360295
Coromandel International Limited,Shares,0.349114
Tube Investments of India Ltd,Shares,0.341350
INDIQUBE SPACES LIMITED,Shares,0.339016
E2E Networks Limited,Shares,0.326952
Power Finance Corporation Ltd,Shares,0.316879
SG FINSERVE LIMITED,Shares,0.305815
Prestige Estates Projects Limited,Shares,0.299580
Schaeffler India Limited,Shares,0.280653
Ashok Leyland Ltd.,Shares,0.269158
Globus Spirits Limited,Shares,0.268495
HI-TECH PIPES LIMITED,Shares,0.268455
Mastek Limited,Shares,0.265587
Zee Entertainment Enterprises Ltd.,Shares,0.259376
Lenskart Solutions Limited,Shares,0.252097
Exide Industries Ltd.,Shares,0.243800
Jammu and Kashmir Bank Ltd.,Shares,0.242783
Max Estates Limited,Shares,0.226406
ECOS (India) Mobility & Hospitality Limited,Shares,0.225666
Sandhar Technologies Limited,Shares,0.219303
Abbott India Ltd.,Shares,0.219191
MOIL Limited,Shares,0.202881
Thermax Ltd.,Shares,0.198856
Great Eastern Shipping Co. Ltd.,Shares,0.179926
Orient Electric Limited,Shares,0.170568
IDEAFORGE TECHNOLOGY LIMITED,Shares,0.132413
PTC India Financial Services Limited,Shares,0.080447
Margin / Deposits,Cash and equivalents,0.066602
Net Receivables / Payables,Cash and equivalents,0.042836
Whirlpool of India Ltd,Shares,0.031588
Cash & Bank Balance,Cash and equivalents,0.027655
