# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 15 Sep 2026 (11 days old)
# Coverage: — of portfolio value | Unresolved: 54.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 54.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
# Generated: 2026-09-26T10:35:34.335324+00:00
holding,kind,weight_pct
Unresolved Holdings,Bonds and other debt,54.038191
TREPS / Repo / Reverse Repo,Cash and equivalents,14.750662
HDB FINANCIAL SERVICES LIMITED,Bonds and other debt,9.437501
Bajaj Finance Limited,Bonds and other debt,9.022216
Mahindra & Mahindra Financial Services Limited,Bonds and other debt,5.716696
Bajaj Housing Finance Limited,Bonds and other debt,5.035363
Lic Housing Finance Ltd.,Bonds and other debt,2.961921
REC LIMITED,Bonds and other debt,0.994596
L&T Finance Limited,Bonds and other debt,0.498302
Net Receivables / Payables,Cash and equivalents,-2.455448
