# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:36:17.673357+00:00
key,label,value
return_1y,"Return, 1 year",-0.046621
return_3y,"Return, 3 years",0.107527
return_5y,"Return, 5 years",0.123546
rank_3y,"Category rank, 3 years",9th of 30
worst_fall,Worst fall,-0.399608
volatility,Volatility,0.135809
fund_size,Fund size,516213398000.00
ter,Expense ratio,0.8800
