# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 14.5% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 14.5% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:42.809489+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,14.538429
ICICI Bank Ltd.,Shares,8.719941
PB Fintech Limited,Shares,5.051984
Bajaj Finance Limited,Shares,4.927392
HDFC Bank Ltd.,Shares,4.612230
Fortis Healthcare Ltd,Shares,4.572089
Bharti Airtel  Ltd.,Shares,4.263287
Indian Hotels Co. Ltd,Shares,4.215374
Cholamandalam Investment and Finance Company Ltd,Shares,3.968381
InterGlobe Aviation Limited,Shares,3.895177
BSE Ltd.,Shares,3.499349
Federal Bank Ltd.,Shares,3.180947
L&T Finance Limited,Shares,3.104456
HDFC Asset Management Company Limited,Shares,3.063690
Krishna Institute of Medical Sciences Limited,Shares,2.957477
Cash & Bank Balance,Cash and equivalents,2.808212
Chalet Hotels Limited,Shares,2.219200
Go Digit General Insurance Limited,Shares,2.165970
FSN E-Commerce Ventures Limited,Shares,2.133264
Infosys Ltd,Shares,1.973874
One 97 Communications Limited,Shares,1.855057
Max Healthcare Institute Limited,Shares,1.852617
TBO TEK LIMITED,Shares,1.515599
Avenue Supermarts Limited,Shares,1.378207
Central Depository Services (India) Ltd.,Shares,1.239934
ICICI Lombard General Insurance Company Limited,Shares,0.988887
Global Health Limited,Shares,0.955609
Meesho Limited,Shares,0.953276
Firstsource Solutions Ltd.,Shares,0.845995
Vishal Mega Mart Limited,Shares,0.706162
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,Shares,0.664569
Capillary Technologies India Limited,Shares,0.575419
HealthCare Global Enterprises Limited,Shares,0.420715
Wakefit Innovations Limited,Shares,0.318725
Info Edge(India) Ltd.,Shares,0.181957
Net Receivables / Payables,Cash and equivalents,-0.323451
