# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:33:26.343505+00:00
key,label,value
return_1y,"Return, 1 year",0.236080
return_3y,"Return, 3 years",0.217155
return_5y,"Return, 5 years",0.154461
rank_3y,"Category rank, 3 years",13th of 101
worst_fall,Worst fall,-0.391875
volatility,Volatility,0.158736
fund_size,Fund size,11646255000.00
ter,Expense ratio,1.3900
