# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 13.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 13.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:33.226742+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,13.017846
HDFC Bank Ltd.,Shares,5.170582
ICICI Bank Ltd.,Shares,4.960437
Reliance Industries Ltd,Shares,4.108470
Bharti Airtel  Ltd.,Shares,2.623815
Larsen & Toubro Limited,Shares,2.254613
State Bank Of India,Shares,2.168599
Infosys Ltd,Shares,1.893901
AXIS Bank Ltd.,Shares,1.778095
Mahindra & Mahindra Ltd.,Shares,1.395118
Bajaj Finance Limited,Shares,1.349148
ITC Ltd,Shares,1.172956
Tata Consultancy Services Ltd.,Shares,1.166709
Sun Pharmaceutical Industries Ltd.,Shares,1.000769
Maruti Suzuki India  Ltd.,Shares,0.841876
Hindustan Unilever Ltd.,Shares,0.831304
TATA STEEL LIMITED,Shares,0.725750
Bharat Electronics Ltd.,Shares,0.706849
Hindalco Industries Ltd.,Shares,0.700282
HCL Technologies Ltd,Shares,0.658957
UltraTech Cement Ltd,Shares,0.645502
Bajaj Auto Limited,Shares,0.639256
BSE Ltd.,Shares,0.638775
Grasim Industries Ltd,Shares,0.605779
JSW Steel Limited,Shares,0.584156
Divi's Laboratories Ltd.,Shares,0.573264
Asian Paints Ltd.,Shares,0.571662
POWER GRID CORPORATION OF INDIA LIMITED,Shares,0.568458
InterGlobe Aviation Limited,Shares,0.564134
Adani Ports and Special Economic Zone Ltd,Shares,0.559649
Bajaj Finserv Limited,Shares,0.557086
Eicher Motors Ltd.,Shares,0.522328
Nestle India Ltd.,Shares,0.511116
TVS Motor Company Ltd.,Shares,0.485328
