# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 12.1% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 12.1% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:34.185909+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,12.134771
HDFC Bank Ltd.,Shares,11.831738
ICICI Bank Ltd.,Shares,11.382097
Reliance Industries Ltd,Shares,9.519666
Bharti Airtel  Ltd.,Shares,6.104500
Larsen & Toubro Limited,Shares,5.159309
State Bank Of India,Shares,4.820736
Infosys Ltd,Shares,4.302047
AXIS Bank Ltd.,Shares,4.018267
Mahindra & Mahindra Ltd.,Shares,3.255783
Bajaj Finance Limited,Shares,3.120650
ITC Ltd,Shares,2.706735
Tata Consultancy Services Ltd.,Shares,2.622138
Sun Pharmaceutical Industries Ltd.,Shares,2.312258
Hindustan Unilever Ltd.,Shares,1.950360
Maruti Suzuki India  Ltd.,Shares,1.901490
TATA STEEL LIMITED,Shares,1.659916
Bharat Electronics Ltd.,Shares,1.623634
HCL Technologies Ltd,Shares,1.516823
UltraTech Cement Ltd,Shares,1.483873
Adani Ports and Special Economic Zone Ltd,Shares,1.319862
POWER GRID CORPORATION OF INDIA LIMITED,Shares,1.318011
InterGlobe Aviation Limited,Shares,1.272473
Asian Paints Ltd.,Shares,1.271732
Bajaj Finserv Limited,Shares,1.237857
Cash & Bank Balance,Cash and equivalents,0.243610
Net Receivables / Payables,Cash and equivalents,-0.090336
