# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 19.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 19.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:25.588085+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,19.048021
ICICI Bank Ltd.,Shares,3.974230
AU Small Finance Bank Limited,Shares,3.464349
APL Apollo Tubes Limited,Shares,2.835591
Navin Fluorine International Limited,Shares,2.654293
Samvardhana Motherson International Limited,Shares,2.584791
KEI Industries Ltd.,Shares,2.536446
Max Financial Services Limited,Shares,2.292009
UNO Minda Limited,Shares,2.244243
ASTRAL LIMITED,Shares,2.145313
Ajanta Pharma Ltd.,Shares,2.112700
TREPS / Repo / Reverse Repo,Cash and equivalents,2.102729
Hindalco Industries Ltd.,Shares,2.033886
TVS Motor Company Ltd.,Shares,2.017081
Bajaj Finance Limited,Shares,1.966226
COFORGE LIMITED,Shares,1.889296
Bharat Electronics Ltd.,Shares,1.857025
One 97 Communications Limited,Shares,1.792343
State Bank Of India,Shares,1.693202
Hindustan Aeronautics Limited,Shares,1.575119
Schaeffler India Limited,Shares,1.551401
Mahindra & Mahindra Ltd.,Shares,1.508306
Mankind Pharma Limited,Shares,1.386662
Fortis Healthcare Ltd,Shares,1.275985
Five-Star Business Finance Ltd.,Shares,1.267236
Amber Enterprises India Limited,Shares,1.245273
Sona BLW Precision Forgings Limited,Shares,1.210938
AXIS Bank Ltd.,Shares,1.191805
ABB India Limited,Shares,1.189459
Meesho Limited,Shares,1.177595
Gokaldas Exports Ltd,Shares,1.106215
Brigade Enterprises Limited,Shares,1.059185
Max Healthcare Institute Limited,Shares,1.023246
Bajaj Finserv Limited,Shares,1.018961
Metropolis Healthcare Limited,Shares,1.018495
Persistent Systems Limited,Shares,1.002452
InterGlobe Aviation Limited,Shares,0.986575
Samhi Hotels Limited,Shares,0.956511
Vedanta Aluminium Metal Limited,Shares,0.951106
Larsen & Toubro Limited,Shares,0.932667
Margin / Deposits,Cash and equivalents,0.916984
Karur Vysya Bank Ltd.,Shares,0.910886
Syrma SGS Technology Limited,Shares,0.865998
Emcure Pharmaceuticals Limited,Shares,0.852357
Home First Finance Company India Limited,Shares,0.833500
CG Power and Industrial Solutions Limited,Shares,0.807085
BELRISE INDUSTRIES LIMITED,Shares,0.776134
TATA CONSUMER PRODUCTS LIMITED,Shares,0.747656
PB Fintech Limited,Shares,0.746197
Bharti Airtel  Ltd.,Shares,0.740810
Gland Pharma Limited,Shares,0.687140
KFin Technologies Limited,Shares,0.676151
JSW Energy Limited,Shares,0.667818
Jubilant Foodworks Limited,Shares,0.652616
SBFC Finance Limited,Shares,0.649952
Fractal Analytics Limited,Shares,0.611865
Mphasis Limited,Shares,0.568325
Varun Beverages Limited,Shares,0.461290
Apar Industries Ltd,Shares,0.454214
The Phoenix Mills Ltd.,Shares,0.450026
Hindustan Petroleum Corporation Ltd,Shares,0.395981
SWIGGY LIMITED,Shares,0.337649
Kirloskar Brothers Ltd.,Shares,0.141988
Net Receivables / Payables,Cash and equivalents,-0.831588
