# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:36:24.521475+00:00
key,label,value
return_1y,"Return, 1 year",0.069666
return_3y,"Return, 3 years",0.075576
return_5y,"Return, 5 years",0.069858
rank_3y,"Category rank, 3 years",1st of 19
worst_fall,Worst fall,-0.052417
volatility,Volatility,0.003802
fund_size,Fund size,109234927000.00
ter,Expense ratio,0.3400
