# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 66.4% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 66.4% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:19.258890+00:00
holding,kind,weight_pct
Unresolved Holdings,Bonds and other debt,66.436643
Government Securities,Bonds and other debt,9.084623
ICICI Bank Ltd.,Shares,1.994760
Net Receivables / Payables,Cash and equivalents,1.975833
TREPS / Repo / Reverse Repo,Cash and equivalents,1.815453
HDFC Bank Ltd.,Shares,1.416533
Hindalco Industries Ltd.,Shares,1.284909
Bharti Airtel  Ltd.,Shares,1.086015
Bajaj Finserv Limited,Shares,1.009454
Federal Bank Ltd.,Shares,0.831439
S.V.J.ENTERPRISES LIMITED,Shares,0.828675
State Bank Of India,Shares,0.705935
Fortis Healthcare Ltd,Shares,0.682493
AXIS Bank Ltd.,Shares,0.666643
Sun Pharmaceutical Industries Ltd.,Shares,0.660915
EMBASSY OFFICE PARKS REIT,"REITs, InvITs and other",0.655081
Reliance Industries Ltd,Shares,0.637839
Nexus Select Trust,"REITs, InvITs and other",0.585900
UltraTech Cement Ltd,Shares,0.571908
Metropolis Healthcare Limited,Shares,0.528226
Bajaj Auto Limited,Shares,0.520487
TD Power Systems Ltd,Shares,0.517464
Adani Ports and Special Economic Zone Ltd,Shares,0.424387
Larsen & Toubro Limited,Shares,0.415090
Cummins India Ltd.,Shares,0.414777
Bajaj Finance Limited,Shares,0.387166
Infosys Ltd,Shares,0.377542
Avenue Supermarts Limited,Shares,0.363623
Amber Enterprises India Limited,Shares,0.355232
Mahindra & Mahindra Ltd.,Shares,0.327860
SBFC Finance Limited,Shares,0.287229
Godrej Consumer Products Ltd.,Shares,0.252106
Units of Other Schemes,Other funds,0.239486
Max Financial Services Limited,Shares,0.235722
SBI Life Insurance Company Limited,Shares,0.231953
LG Electronics India Limited,Shares,0.220618
Vinati Organics Ltd.,Shares,0.177136
Abbott India Ltd.,Shares,0.154939
Mrs. Bectors Food Specialities Limited,Shares,0.154000
Whirlpool of India Ltd,Shares,0.150837
V-Guard Industries Ltd.,Shares,0.115334
ITC Ltd,Shares,0.080137
Billionbrains Garage Ventures Limited,Shares,0.071020
Derivative Positions,Derivatives,0.066578
