# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:36:47.560217+00:00
key,label,value
return_1y,"Return, 1 year",0.320073
return_3y,"Return, 3 years",0.353148
return_5y,"Return, 5 years",0.256203
rank_3y,"Category rank, 3 years",15th of 74
worst_fall,Worst fall,-0.250104
volatility,Volatility,0.214307
fund_size,Fund size,0
ter,Expense ratio,0.2400
