# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 25.6% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 25.6% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - 1 holding with a negative weight (written options or borrowing) are listed in the table and not drawn in the pictures.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:42.297912+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,25.584057
Net Receivables / Payables,Cash and equivalents,21.018843
Government Securities,Bonds and other debt,5.414259
Adani Enterprises Ltd.,Shares,4.604441
Eicher Motors Ltd.,Shares,4.252547
DLF LIMITED,Shares,3.865729
Bajaj Holdings & Investment Limited,Shares,3.800582
Cholamandalam Investment and Finance Company Ltd,Shares,3.772234
Gail (India) Ltd.,Shares,3.755092
InterGlobe Aviation Limited,Shares,3.676793
Bajaj Finance Limited,Shares,3.662745
Indian Hotels Co. Ltd,Shares,3.568138
Jio Financial Services Limited,Shares,3.501166
Reliance Industries Ltd,Shares,3.473422
Indian Oil Corporation Ltd.,Shares,3.363837
Bank Of Baroda,Shares,3.323859
Mahindra & Mahindra Ltd.,Shares,3.317114
Canara Bank,Shares,3.137184
Mazagon Dock Shipbuilders Limited,Shares,3.117950
HDFC Bank Ltd.,Shares,2.999842
Ambuja Cements Ltd.,Shares,2.869428
Bajaj Finserv Limited,Shares,2.687467
Cash & Bank Balance,Cash and equivalents,0.663677
Derivative Positions,Derivatives,-19.430406
