# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 27.6% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 27.6% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:16.540137+00:00
holding,kind,weight_pct
Units of Other Schemes,Other funds,30.939164
Unresolved Holdings,Bonds and other debt,27.626391
Government Securities,Bonds and other debt,7.694861
TREPS / Repo / Reverse Repo,Cash and equivalents,3.191641
Physical Commodity,Other funds,2.967034
Net Receivables / Payables,Cash and equivalents,2.260503
Bagmane Prime Office REIT,"REITs, InvITs and other",2.207833
ICICI Bank Ltd.,Shares,2.030980
Cholamandalam Investment and Finance Company Ltd,Shares,1.525394
EMBASSY OFFICE PARKS REIT,"REITs, InvITs and other",1.516835
Bharti Airtel  Ltd.,Shares,1.477602
AXIS Bank Ltd.,Shares,1.400232
Brookfield India Real Estate Trust,"REITs, InvITs and other",1.387520
INDUS TOWERS LIMITED,Shares,1.280809
Premier Energies Limited,Shares,1.045272
Indian Hotels Co. Ltd,Shares,1.040806
Bajaj Finance Limited,Shares,0.996539
JSW Steel Limited,Shares,0.835160
Divi's Laboratories Ltd.,Shares,0.799394
Motherson Sumi Wiring India Limited,Shares,0.719341
PNB Housing Finance Limited,Shares,0.702653
Maruti Suzuki India  Ltd.,Shares,0.683535
AEGIS VOPAK TERMINALS LIMITED,Shares,0.584875
Varun Beverages Limited,Shares,0.492540
Onesource Specialty Pharma Limited,Shares,0.491189
MTAR Technologies Limited,Shares,0.479280
Physicswallah Limited,Shares,0.458968
BAJAJ CONSUMER CARE LIMITED,Shares,0.410587
Emmvee Photovoltaic Power Limited,Shares,0.358348
GK ENERGY LIMITED,Shares,0.348202
Shaily Engineering Plastics Ltd.,Shares,0.343482
WeWork India Management Limited,Shares,0.340015
COFORGE LIMITED,Shares,0.330730
Britannia Industries Ltd.,Shares,0.276317
HDFC Bank Ltd.,Shares,0.266856
BSE Ltd.,Shares,0.218241
Vedanta Aluminium Metal Limited,Shares,0.169625
CG Power and Industrial Solutions Limited,Shares,0.101246
