# View: fund_xray_header
# Question: How has this fund done, and against what?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Notes:
#   - Benchmark comparisons are left out of this public copy: the index data is licensed for personal use. The self-hosted app shows them.
# Generated: 2026-09-26T10:34:53.451041+00:00
window_key,obs_days,return_ann,return_cum,volatility_ann,max_dd,confidence,sharpe,sortino,risk_free_pct,bench_return_ann,beta,tracking_error,alpha_ann,up_capture,down_capture,interpolated_pct
1y,365,0.063964,0.063964,0.004802,-0.001157,medium,1.918992,5.777429,5.4749,,,,,,,0.000000
3y,1096,0.072076,0.232422,0.004024,-0.001157,high,0.876740,3.455436,6.8548,,,,,,,0.000000
5y,1824,0.065563,0.373474,0.003806,-0.002200,high,8.440357,28.253298,3.3439,,,,,,,0.000000
since_first_nav,2922,0.066334,0.672236,0.005792,-0.010058,high,-0.738605,-2.020784,7.0612,,,,,,,0.000000
