# View: fund_portfolio
# Question: What does this fund own?
# As of: 2026-09-26
# Data as of: 31 Aug 2026 (26 days old)
# Coverage: — of portfolio value | Unresolved: 13.0% | Confidence: medium
# Source modules: m3, m0
# Notes:
#   - 13.0% of this fund's portfolio could not be identified to a company; it is shown as a separate block.
#   - This portfolio comes from Groww's page for the fund, an aggregator, not from the fund house's own file. The page carries no ISINs, so more of it is unresolved than the fund house's file would leave.
#   - Sectors are as the fund house labels them; two fund houses may name the same sector differently.
# Generated: 2026-09-26T10:33:34.276699+00:00
holding,kind,weight_pct
Unresolved Holdings,Shares,12.981137
Larsen & Toubro Limited,Shares,3.838238
ICICI Bank Ltd.,Shares,3.715463
AXIS Bank Ltd.,Shares,3.591491
HDFC Bank Ltd.,Shares,2.953883
Grasim Industries Ltd,Shares,2.764069
Cash & Bank Balance,Cash and equivalents,2.443785
Aether Industries Limited,Shares,2.419546
Bharti Airtel  Ltd.,Shares,2.392627
IndusInd Bank Ltd.,Shares,2.344292
Mahindra & Mahindra Ltd.,Shares,2.269217
One 97 Communications Limited,Shares,2.199594
PTC Industries Ltd.,Shares,2.082609
HCL Technologies Ltd,Shares,1.950363
Reliance Industries Ltd,Shares,1.869183
Bajaj Finance Limited,Shares,1.539025
Solar Industries India Limited,Shares,1.453491
CreditAccess Grameen Ltd.,Shares,1.450553
Mankind Pharma Limited,Shares,1.403643
Sona BLW Precision Forgings Limited,Shares,1.394184
Vishal Mega Mart Limited,Shares,1.387686
Net Receivables / Payables,Cash and equivalents,1.305385
Bosch Ltd,Shares,1.268685
TD Power Systems Ltd,Shares,1.261122
HYUNDAI MOTOR INDIA LIMITED,Shares,1.215125
Asian Paints Ltd.,Shares,1.141591
Endurance Technologies Limited,Shares,1.069929
Bajaj Finserv Limited,Shares,1.041489
Hindustan Zinc Ltd.,Shares,1.029872
Amber Enterprises India Limited,Shares,1.025002
PNB Housing Finance Limited,Shares,1.024651
Hindustan Copper Ltd.,Shares,1.020496
COFORGE LIMITED,Shares,1.004650
Brigade Enterprises Limited,Shares,1.001607
ABB India Limited,Shares,0.998641
Canara Bank,Shares,0.975666
Delhivery Limited,Shares,0.973558
Info Edge(India) Ltd.,Shares,0.955711
Bharat Forge Ltd,Shares,0.944495
Ambuja Cements Ltd.,Shares,0.931859
Vedanta Aluminium Metal Limited,Shares,0.908620
RBL Bank Limited,Shares,0.897806
SWIGGY LIMITED,Shares,0.881886
Pine Labs Limited,Shares,0.867447
RHI MAGNESITA INDIA LIMITED,Shares,0.863163
Cummins India Ltd.,Shares,0.850932
Gujarat Fluorochemicals Limited,Shares,0.813033
Sapphire Foods India Limited,Shares,0.806946
Max Healthcare Institute Limited,Shares,0.801033
Jubilant Foodworks Limited,Shares,0.783085
Jubilant Ingrevia Limited,Shares,0.778113
HealthCare Global Enterprises Limited,Shares,0.764015
Aarti Industries Ltd,Shares,0.731535
United Spirits Limited,Shares,0.730239
Mphasis Limited,Shares,0.717354
Chalet Hotels Limited,Shares,0.687945
Hindustan Aeronautics Limited,Shares,0.670863
City Union Bank Ltd,Shares,0.662862
Welspun Corp Limited,Shares,0.627305
Page Industries Ltd.,Shares,0.627213
Anthem Biosciences Limited,Shares,0.626406
Hindustan Unilever Ltd.,Shares,0.614033
Tube Investments of India Ltd,Shares,0.612608
PI Industries Limited,Shares,0.610777
Oil And Natural Gas Corporation Ltd,Shares,0.594802
Alkem Laboratories Limited,Shares,0.593759
SHRIRAM PISTONS & RINGS LTD,Shares,0.585827
S.V.J.ENTERPRISES LIMITED,Shares,0.508982
Government Securities,Bonds and other debt,0.456450
SBI Life Insurance Company Limited,Shares,0.370875
Jindal Stainless Limited,Shares,0.283003
Derivative Positions,Derivatives,0.037470
