# View: fund_header
# Question: What is this fund, and how has it done?
# As of: 2026-09-26
# Data as of: 25 Sep 2026 (1 days old)
# Coverage: — of portfolio value | Unresolved: — | Confidence: medium
# Source modules: m2, m0
# Generated: 2026-09-26T10:34:02.131733+00:00
key,label,value
return_1y,"Return, 1 year",0.050470
return_3y,"Return, 3 years",0.084924
return_5y,"Return, 5 years",
rank_3y,"Category rank, 3 years",7th of 17
worst_fall,Worst fall,-0.044959
volatility,Volatility,0.036988
fund_size,Fund size,8833681000.00
ter,Expense ratio,0.6000
